1.00000000,0.99769500,0.47055500,0.92621500,0.51153000,0.91699000,0.31146000,1.00000000,0.51880000,0.92621500,0.41122500,0.79877500,0.27527500,0.80268000,0.30888500,0.92178000,0.30729000,0.79106000,0.33904000,0.78485500,0.35163000,0.68473000,0.26321500,0.78405500,0.24414500,0.70539000,0.26916000,0.60633000,0.32955000,0.71133500,0.22756500,0.59320500,0.27350000,g
1.00000000,1.00000000,0.40585500,0.96517500,0.31922000,0.44566000,0.03201500,1.00000000,0.47725500,0.75437000,0.16128500,0.67216000,0.15146500,0.24157500,0.01242500,0.52749500,0.18881500,0.66554500,0.00000000,0.43424500,0.27350000,0.40972000,0.32133000,0.39834000,0.36715500,0.39766000,0.40799500,0.40480000,0.44203500,0.41687000,0.46856000,0.43131000,0.48776500,b
1.00000000,1.00000000,0.48317500,1.00000000,0.50242500,1.00000000,0.43969000,0.94482500,0.50599000,0.86541000,0.52673000,0.92721500,0.50413500,0.77295500,0.50149500,0.91887500,0.43178000,0.87767500,0.45730000,0.85443500,0.36249000,0.71692500,0.43969000,0.78764000,0.29890000,0.79492000,0.38927500,0.71550000,0.41317500,0.80218000,0.37910000,0.78022500,0.30881000,g
1.00000000,1.00000000,0.27419500,1.00000000,1.00000000,0.85608000,0.00000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.50000000,0.00000000,0.57258000,0.77047000,0.30335000,0.00000000,0.22766500,0.15012500,1.00000000,0.50000000,0.50000000,1.00000000,0.95347500,0.75806500,1.00000000,1.00000000,0.39950500,0.62841000,1.00000000,0.33809000,1.00000000,b
1.00000000,1.00000000,0.48799500,0.97070000,0.53265500,0.96053000,0.38372500,0.88576000,0.41800500,0.76399000,0.39862500,0.78204500,0.49644000,0.67197500,0.36271500,0.76470000,0.39110000,0.72553500,0.41093500,0.52991000,0.32212500,0.51154500,0.23560500,0.51643000,0.17421000,0.56645000,0.23397000,0.51215500,0.18901500,0.47146500,0.20213500,0.47696000,0.17151500,g
1.00000000,0.51168500,0.49704000,0.45038000,0.44025500,0.49618500,0.44088000,0.57353000,0.53318500,0.51893000,0.46849000,0.50000000,0.50000000,0.47714000,0.42230000,0.49828500,0.44902000,0.44212500,0.47293000,0.50919000,0.51834500,0.50759500,0.50444000,0.51756500,0.49232500,0.48380000,0.54611500,0.46070500,0.50366000,0.50000000,0.50000000,0.49980500,0.56005500,b
1.00000000,0.98794000,0.44699000,0.97300500,0.39600000,0.96403000,0.35825000,0.92998000,0.36329000,0.89883000,0.26035500,0.89112500,0.24618000,0.87314000,0.19282000,0.78972500,0.15957000,0.68926000,0.13179500,0.68162000,0.11719000,0.65949000,0.10123500,0.61396000,0.09183000,0.56829500,0.08745000,0.52303000,0.08802500,0.47869000,0.09341000,0.43084000,0.09512500,g
0.00000000,0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,0.00000000,0.50000000,0.50000000,0.00000000,0.00000000,0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,1.00000000,0.00000000,0.00000000,0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,1.00000000,1.00000000,1.00000000,0.50000000,0.50000000,1.00000000,1.00000000,0.50000000,0.50000000,b
1.00000000,0.98177500,0.46401000,1.00000000,0.42833500,1.00000000,0.39343500,1.00000000,0.31913000,0.96285000,0.28215500,0.97255000,0.29666000,0.95196000,0.26809500,0.99152500,0.32371500,0.92268500,0.16990000,0.87673000,0.19705500,0.84818500,0.17887500,0.92553000,0.17280000,0.78788500,0.15144000,0.62717500,0.18040500,0.72557000,0.13610500,0.69447500,0.13290000,g
1.00000000,0.49068000,0.45770500,0.50000000,0.50000000,0.50000000,0.50000000,0.55735000,0.36595000,0.27168500,0.30914000,0.50000000,0.50000000,0.33172000,0.69301000,0.31433500,0.57509000,0.81864000,0.61057500,0.50000000,0.50000000,0.50000000,0.50000000,0.42598500,0.49337000,0.60322500,0.48853000,0.50000000,0.50000000,0.58297500,0.62043000,0.45896000,0.69032500,b
1.00000000,1.00000000,0.53327500,1.00000000,0.40806000,1.00000000,0.36340000,1.00000000,0.28446500,1.00000000,0.29325500,0.98116000,0.24063000,0.95355500,0.20491500,0.94615000,0.16763000,0.84938000,0.14501500,0.85322500,0.11840000,0.81540500,0.09728000,0.77933500,0.05436000,0.73605500,0.06750000,0.70151500,0.08162500,0.65498000,0.05453500,0.61497500,0.05421000,g
1.00000000,1.00000000,0.22895000,1.00000000,0.00000000,1.00000000,0.00000000,1.00000000,0.68108500,1.00000000,0.29440500,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.35323000,1.00000000,0.03200500,1.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.29556000,1.00000000,0.18627500,1.00000000,0.00000000,1.00000000,0.00000000,1.00000000,0.00000000,b
1.00000000,1.00000000,0.41842000,1.00000000,0.44915500,0.99999500,0.42401500,1.00000000,0.40361500,0.97027500,0.32424500,0.97867500,0.35107500,0.96859500,0.32794000,0.97243000,0.35947000,0.95068500,0.28308500,0.93021500,0.26346000,0.91493500,0.24390000,0.92040000,0.26431500,0.88112000,0.20815000,0.82861500,0.15603000,0.84357000,0.17731500,0.82363500,0.16387000,g
1.00000000,1.00000000,0.06649500,1.00000000,0.61140000,0.92746000,0.30052000,1.00000000,0.43955000,1.00000000,0.67573500,1.00000000,0.53886000,1.00000000,0.42616500,1.00000000,0.00000000,1.00000000,0.00000000,0.80915500,0.57901500,1.00000000,0.81174500,1.00000000,0.41494000,1.00000000,0.67962000,1.00000000,0.16753000,1.00000000,0.94214000,1.00000000,0.40587000,b
1.00000000,1.00000000,0.53690000,1.00000000,0.51710000,1.00000000,0.47218500,1.00000000,0.54382000,1.00000000,0.59825500,1.00000000,0.60164000,1.00000000,0.56392500,1.00000000,0.55280500,1.00000000,0.63543500,1.00000000,0.72379000,1.00000000,0.70875000,1.00000000,0.60016500,1.00000000,0.68371500,0.97801500,0.74320500,1.00000000,0.66246000,1.00000000,0.73356000,g
1.00000000,0.75466000,0.03002000,1.00000000,0.63354000,0.48240000,0.00000000,1.00000000,0.00000000,0.71842500,0.00000000,0.50000000,0.50000000,0.00000000,0.32867500,0.31159500,0.51811500,1.00000000,0.00000000,0.50000000,0.50000000,0.50000000,0.50000000,0.41873500,0.96118000,0.69876000,0.63250500,0.50000000,0.50000000,1.00000000,0.61594000,0.50000000,0.50000000,b
1.00000000,0.99822500,0.53234000,1.00000000,0.49382000,0.98905500,0.51249000,0.98056000,0.51156000,0.99637000,0.53904000,0.94661500,0.55173000,0.97106000,0.52634500,0.94404500,0.55560000,0.93052000,0.54315500,0.90816500,0.55915000,0.91834000,0.57221000,0.90664500,0.56706000,0.89738000,0.56819000,0.89555000,0.57689500,0.88561000,0.57965000,0.85470500,0.56007500,g
0.00000000,0.50000000,0.50000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,0.00000000,1.00000000,0.00000000,b
1.00000000,0.83532500,0.51264000,0.83313000,0.52515500,0.78598500,0.59380500,0.54388000,0.67040500,0.81810500,0.56065500,0.81049500,0.57142500,0.89318500,0.55488000,0.79186500,0.59075500,0.57197500,0.70612000,0.76944000,0.60663000,0.75710000,0.61312500,0.74419000,0.61862000,0.73083500,0.62309000,0.71716500,0.62653000,0.70331500,0.62896000,1.00000000,0.66518000,g
0.00000000,1.00000000,0.00000000,0.50000000,0.50000000,0.50000000,0.50000000,1.00000000,1.00000000,1.00000000,0.00000000,0.14062500,1.00000000,0.50000000,0.50000000,0.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,0.78125000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,0.00000000,1.00000000,1.00000000,1.00000000,1.00000000,b
1.00000000,1.00000000,0.49694000,1.00000000,0.45083000,1.00000000,0.46175500,1.00000000,0.44697500,1.00000000,0.44463500,1.00000000,0.30255500,1.00000000,0.42192000,0.96062000,0.34058000,0.93236500,0.32733000,0.95846500,0.27964000,0.98030000,0.26567000,0.90937000,0.29814000,0.91340500,0.28884500,0.87892000,0.30884500,0.90224000,0.29712500,0.87177000,0.27480500,g
