0.58000000,0.61000000,0.47000000,0.13000000,0.50000000,0.00000000,0.65753425,0.22000000,MIT
0.43000000,0.67000000,0.48000000,0.27000000,0.50000000,0.00000000,0.72602740,0.22000000,MIT
0.64000000,0.62000000,0.49000000,0.15000000,0.50000000,0.00000000,0.72602740,0.22000000,MIT
0.58000000,0.44000000,0.57000000,0.13000000,0.50000000,0.00000000,0.73972603,0.22000000,NUC
0.42000000,0.44000000,0.48000000,0.54000000,0.50000000,0.00000000,0.65753425,0.22000000,MIT
0.51000000,0.40000000,0.56000000,0.17000000,0.50000000,0.60240964,0.67123288,0.22000000,CYT
0.50000000,0.54000000,0.48000000,0.65000000,0.50000000,0.00000000,0.72602740,0.22000000,MIT
0.48000000,0.45000000,0.59000000,0.20000000,0.50000000,0.00000000,0.79452055,0.34000000,NUC
0.55000000,0.50000000,0.66000000,0.36000000,0.50000000,0.00000000,0.67123288,0.22000000,MIT
0.40000000,0.39000000,0.60000000,0.15000000,0.50000000,0.00000000,0.79452055,0.30000000,CYT
0.43000000,0.39000000,0.54000000,0.21000000,0.50000000,0.00000000,0.72602740,0.27000000,NUC
0.42000000,0.37000000,0.59000000,0.20000000,0.50000000,0.00000000,0.71232877,0.29000000,NUC
0.40000000,0.42000000,0.57000000,0.35000000,0.50000000,0.00000000,0.72602740,0.25000000,CYT
0.60000000,0.40000000,0.52000000,0.46000000,0.50000000,0.00000000,0.72602740,0.22000000,MIT
0.66000000,0.55000000,0.45000000,0.19000000,0.50000000,0.00000000,0.63013699,0.22000000,MIT
0.46000000,0.44000000,0.52000000,0.11000000,0.50000000,0.00000000,0.68493151,0.22000000,CYT
0.47000000,0.39000000,0.50000000,0.11000000,0.50000000,0.00000000,0.67123288,0.40000000,CYT
0.58000000,0.47000000,0.54000000,0.11000000,0.50000000,0.00000000,0.69863014,0.26000000,NUC
0.50000000,0.34000000,0.55000000,0.21000000,0.50000000,0.00000000,0.67123288,0.22000000,NUC
0.61000000,0.60000000,0.55000000,0.21000000,0.50000000,0.00000000,0.68493151,0.25000000,NUC
0.45000000,0.40000000,0.50000000,0.16000000,0.50000000,0.00000000,0.68493151,0.22000000,CYT
0.43000000,0.44000000,0.48000000,0.22000000,0.50000000,0.00000000,0.69863014,0.22000000,CYT
0.73000000,0.63000000,0.42000000,0.30000000,0.50000000,0.00000000,0.67123288,0.22000000,CYT
0.43000000,0.53000000,0.52000000,0.13000000,0.50000000,0.00000000,0.75342466,0.22000000,CYT
0.46000000,0.53000000,0.52000000,0.15000000,0.50000000,0.00000000,0.79452055,0.22000000,CYT
0.51000000,0.51000000,0.52000000,0.51000000,0.50000000,0.00000000,0.73972603,0.22000000,MIT
0.59000000,0.45000000,0.53000000,0.19000000,0.50000000,0.00000000,0.80821918,0.27000000,CYT
0.57000000,0.47000000,0.60000000,0.18000000,0.50000000,0.00000000,0.69863014,0.22000000,CYT
0.63000000,0.67000000,0.57000000,0.24000000,0.50000000,0.00000000,0.67123288,0.22000000,MIT
0.80000000,0.88000000,0.36000000,0.39000000,0.50000000,0.00000000,0.76712329,0.33000000,ME1
0.53000000,0.54000000,0.43000000,0.10000000,0.50000000,0.00000000,0.78082192,0.32000000,NUC
0.51000000,0.51000000,0.43000000,0.87000000,0.50000000,0.00000000,0.71232877,0.22000000,MIT
0.38000000,0.61000000,0.61000000,0.12000000,0.50000000,0.00000000,0.72602740,0.47000000,CYT
0.33000000,0.55000000,0.51000000,0.43000000,0.50000000,0.00000000,0.69863014,0.22000000,NUC
0.78000000,0.74000000,0.42000000,0.26000000,0.50000000,0.00000000,0.58904110,0.22000000,ME1
0.74000000,0.67000000,0.47000000,0.34000000,0.50000000,0.00000000,0.57534247,0.22000000,EXC
0.72000000,0.61000000,0.45000000,0.30000000,0.50000000,0.00000000,0.73972603,0.25000000,MIT
0.40000000,0.45000000,0.57000000,0.18000000,0.50000000,0.00000000,0.76712329,0.26000000,CYT
0.59000000,0.53000000,0.43000000,0.44000000,0.50000000,0.00000000,0.68493151,0.22000000,MIT
0.57000000,0.53000000,0.53000000,0.34000000,0.50000000,0.00000000,0.72602740,0.22000000,MIT
0.86000000,0.68000000,0.39000000,0.24000000,0.50000000,0.00000000,0.73972603,0.22000000,ME2
0.86000000,0.74000000,0.51000000,0.40000000,0.50000000,0.00000000,0.75342466,0.22000000,ME2
0.79000000,0.57000000,0.41000000,0.28000000,0.50000000,0.00000000,0.80821918,0.22000000,ME2
0.41000000,0.54000000,0.39000000,0.20000000,0.50000000,0.00000000,0.69863014,0.22000000,ME3
0.37000000,0.36000000,0.56000000,0.18000000,0.50000000,0.00000000,0.65753425,0.26000000,VAC
0.53000000,0.31000000,0.58000000,0.39000000,0.50000000,0.00000000,0.64383562,0.37000000,NUC
0.74000000,0.75000000,0.58000000,0.47000000,0.50000000,0.00000000,0.54794521,0.35000000,ME2
0.49000000,0.39000000,0.52000000,0.29000000,0.50000000,0.00000000,0.65753425,0.22000000,EXC
0.74000000,0.57000000,0.51000000,0.28000000,0.50000000,0.00000000,0.79452055,0.22000000,VAC
0.42000000,0.24000000,0.34000000,0.16000000,0.50000000,0.00000000,0.68493151,0.22000000,ME3
0.48000000,0.39000000,0.51000000,0.21000000,0.50000000,0.00000000,0.71232877,0.28000000,CYT
0.41000000,0.53000000,0.45000000,0.14000000,0.50000000,0.00000000,0.71232877,0.66000000,ME3
0.45000000,0.46000000,0.55000000,0.43000000,0.50000000,0.00000000,0.75342466,0.38000000,NUC
0.56000000,0.48000000,0.58000000,0.27000000,0.50000000,0.00000000,0.69863014,0.22000000,CYT
0.64000000,0.59000000,0.56000000,0.23000000,0.50000000,0.00000000,0.63013699,0.22000000,CYT
0.64000000,0.56000000,0.56000000,0.22000000,0.50000000,0.00000000,0.61643836,0.22000000,CYT
0.66000000,0.62000000,0.49000000,0.10000000,0.50000000,0.00000000,0.67123288,0.22000000,CYT
0.53000000,0.44000000,0.51000000,0.33000000,0.50000000,0.00000000,0.75342466,0.22000000,CYT
0.38000000,0.49000000,0.53000000,0.19000000,0.50000000,0.00000000,0.68493151,0.22000000,CYT
0.45000000,0.58000000,0.48000000,0.67000000,0.50000000,0.00000000,0.71232877,0.22000000,MIT
0.43000000,0.35000000,0.52000000,0.52000000,0.50000000,0.00000000,0.73972603,0.22000000,MIT
0.37000000,0.32000000,0.47000000,0.18000000,0.50000000,0.00000000,0.61643836,0.25000000,NUC
0.48000000,0.43000000,0.51000000,0.32000000,0.50000000,0.00000000,0.71232877,0.43000000,NUC
0.41000000,0.46000000,0.59000000,0.19000000,0.50000000,0.00000000,0.79452055,0.27000000,NUC
0.54000000,0.48000000,0.44000000,0.08000000,0.50000000,0.00000000,0.71232877,0.27000000,CYT
0.60000000,0.47000000,0.45000000,0.22000000,0.50000000,0.00000000,0.69863014,0.29000000,CYT
0.34000000,0.46000000,0.57000000,0.09000000,0.50000000,0.00000000,0.75342466,0.22000000,CYT
0.48000000,0.54000000,0.55000000,0.12000000,0.50000000,0.00000000,0.69863014,0.22000000,CYT
0.47000000,0.39000000,0.59000000,0.15000000,0.50000000,0.00000000,0.78082192,0.22000000,CYT
0.81000000,0.85000000,0.47000000,0.37000000,0.50000000,0.00000000,0.76712329,0.22000000,EXC
0.48000000,0.42000000,0.52000000,0.24000000,0.50000000,0.00000000,0.76712329,0.22000000,CYT
0.58000000,0.51000000,0.49000000,0.27000000,0.50000000,0.00000000,0.78082192,0.29000000,CYT
0.60000000,0.50000000,0.44000000,0.61000000,0.50000000,0.00000000,0.64383562,0.22000000,MIT
0.45000000,0.55000000,0.54000000,0.66000000,0.50000000,0.00000000,0.64383562,0.22000000,MIT
0.46000000,0.49000000,0.58000000,0.23000000,0.50000000,0.00000000,0.60273973,0.22000000,MIT
0.49000000,0.42000000,0.56000000,0.55000000,0.50000000,0.00000000,0.57534247,0.25000000,MIT
0.63000000,0.53000000,0.54000000,0.40000000,0.50000000,0.00000000,0.68493151,0.22000000,MIT
0.50000000,0.54000000,0.53000000,0.54000000,0.50000000,0.00000000,0.69863014,0.27000000,MIT
