0.43283582,0.43759398,1.00000000,0.25233645,0.35178571,0.00966184,0.30855019,0.00000000,0.00000000,1
0.28358209,0.47518797,0.80178174,0.33333333,0.52142857,0.07729469,0.22304833,0.00000000,0.00000000,1
0.22080773,0.42105263,0.79064588,0.38940810,0.56785714,0.06280193,0.21840149,0.00000000,0.00000000,1
0.28577700,0.37293233,0.82182628,0.31152648,0.50000000,0.09178744,0.25929368,0.00000000,0.00000000,1
0.27524144,0.38195489,0.80623608,0.29595016,0.58392857,0.08856683,0.24535316,0.00000000,0.00000000,1
0.21115013,0.30977444,0.80400891,0.41433022,0.56428571,0.10305958,0.24535316,0.00000000,0.50980392,1
0.27568042,0.38646617,0.80178174,0.26479751,0.58571429,0.09339775,0.25464684,0.00000000,0.00000000,1
0.28138718,0.36390977,0.80400891,0.23676012,0.61250000,0.09178744,0.26115242,0.00000000,0.00000000,1
0.35250219,0.49774436,0.79732739,0.33644860,0.40535714,0.09017713,0.26672862,0.00000000,0.00000000,1
0.28094820,0.34135338,0.80178174,0.33333333,0.56785714,0.09178744,0.27602230,0.00000000,0.21568627,1
0.20017559,0.29924812,0.77060134,0.39563863,0.60535714,0.10789050,0.24721190,0.00000000,0.47058824,1
0.28446005,0.31127820,0.81514477,0.30529595,0.57142857,0.09661836,0.29089219,0.00000000,0.00000000,1
0.20807726,0.32330827,0.76391982,0.34579439,0.61964286,0.11111111,0.24349442,0.00000000,0.47058824,1
0.27787533,0.32030075,0.79287305,0.30529595,0.60714286,0.08695652,0.27416357,0.00000000,0.33333333,1
0.28446005,0.28270677,0.79955457,0.31775701,0.62142857,0.09339775,0.28531599,0.00000000,0.00000000,1
0.28358209,0.31278195,0.78841871,0.29283489,0.61250000,0.09339775,0.27509294,0.00000000,0.00000000,1
0.29367867,0.29323308,0.81737194,0.27102804,0.58928571,0.09822866,0.30390335,0.00000000,0.00000000,1
0.47453907,0.54586466,0.85746102,0.18691589,0.27678571,0.02415459,0.34572491,0.00000000,0.00000000,1
0.34942932,0.47669173,0.83073497,0.27725857,0.41250000,0.00966184,0.32156134,0.00000000,0.00000000,1
0.27216857,0.34436090,0.78841871,0.43613707,0.52142857,0.08695652,0.27973978,0.00000000,0.13725490,1
0.27875329,0.31428571,0.79064588,0.37383178,0.52500000,0.08695652,0.28717472,0.00000000,0.37254902,1
0.37357331,0.60751880,0.83518931,0.00000000,0.39464286,0.00483092,0.33178439,0.00000000,0.00000000,1
0.27260755,0.30827068,0.80623608,0.31152648,0.53214286,0.09500805,0.30390335,0.00000000,0.00000000,1
0.27919227,0.31278195,0.79510022,0.33021807,0.57321429,0.09983897,0.29368030,0.00000000,0.00000000,1
0.26558385,0.39849624,0.77951002,0.26791277,0.54285714,0.08051530,0.27881041,0.00000000,0.00000000,1
0.28489903,0.33834586,0.78841871,0.28660436,0.56964286,0.10466989,0.28810409,0.00000000,0.00000000,1
0.29762950,0.37293233,0.77505568,0.34890966,0.50535714,0.09500805,0.27881041,0.00000000,0.00000000,1
0.26602283,0.32180451,0.77505568,0.32398754,0.57678571,0.09017713,0.27881041,0.00000000,0.00000000,1
0.28665496,0.27518797,0.78396437,0.35514019,0.59642857,0.09178744,0.28903346,0.00000000,0.00000000,1
0.29367867,0.35338346,0.77728285,0.30841121,0.54464286,0.09661836,0.28438662,0.00000000,0.00000000,1
0.28665496,0.28872180,0.79287305,0.31464174,0.58392857,0.09822866,0.30297398,0.00000000,0.27450980,1
0.27743635,0.31729323,0.77951002,0.26479751,0.61785714,0.09017713,0.28996283,0.00000000,0.00000000,1
0.28972783,0.31879699,0.77505568,0.29283489,0.56428571,0.09822866,0.29089219,0.02857143,0.43137255,1
0.28007024,0.27669173,0.77282851,0.33956386,0.63928571,0.09661836,0.28996283,0.00000000,0.11764706,1
0.29323968,0.29473684,0.78841871,0.32710280,0.56071429,0.09178744,0.30855019,0.00000000,0.00000000,1
0.19841967,0.38496241,0.76837416,0.28660436,0.52321429,0.09017713,0.29182156,0.00000000,0.00000000,1
0.34855136,0.47518797,0.78619154,0.32087227,0.35714286,0.08212560,0.31133829,0.03492063,0.00000000,1
0.29938543,0.30225564,0.77505568,0.33021807,0.56250000,0.10305958,0.30204461,0.00000000,0.00000000,1
0.48200176,0.52330827,0.85077951,0.05607477,0.35000000,0.01771337,0.38475836,0.00000000,0.00000000,1
0.48200176,0.52330827,0.85077951,0.05607477,0.35000000,0.01771337,0.38475836,0.00000000,0.00000000,1
0.29762950,0.30977444,0.77951002,0.25856698,0.57500000,0.10305958,0.31040892,0.00000000,0.00000000,1
0.28094820,0.29774436,0.76169265,0.28348910,0.60535714,0.09500805,0.29832714,0.00000000,0.00000000,1
0.29148376,0.37293233,0.75501114,0.32398754,0.52678571,0.09500805,0.29368030,0.00000000,0.00000000,1
0.48068481,0.45112782,0.85523385,0.13395639,0.34821429,0.02737520,0.40055762,0.00000000,0.00000000,1
0.29455663,0.30075188,0.76391982,0.28037383,0.56071429,0.09983897,0.30947955,0.00000000,0.58823529,1
0.34460053,0.41503759,0.77505568,0.33021807,0.38214286,0.08856683,0.33178439,0.00000000,0.00000000,1
0.33099210,0.36992481,0.75055679,0.27725857,0.51964286,0.09178744,0.31598513,0.00000000,0.31372549,1
0.68129939,0.49022556,0.82405345,0.13084112,0.31428571,0.00322061,0.40799257,0.00000000,0.19607843,1
0.48639157,0.37293233,0.83964365,0.15576324,0.38928571,0.02093398,0.42657993,0.00000000,0.00000000,1
0.34372256,0.42857143,0.74610245,0.29283489,0.40535714,0.09500805,0.32342007,0.00000000,0.00000000,1
0.52897278,0.44962406,0.82850780,0.06853583,0.34642857,0.01449275,0.43029740,0.00000000,0.31372549,1
0.35601405,0.37142857,0.74164811,0.30841121,0.45535714,0.09661836,0.34479554,0.00000000,0.21568627,1
0.30421422,0.40601504,0.63919822,0.28037383,0.54107143,0.08856683,0.33457249,0.00000000,0.00000000,1
0.31694469,0.36240602,0.63251670,0.30841121,0.54285714,0.08856683,0.33828996,0.00000000,0.00000000,1
0.29104478,0.37293233,0.62583519,0.31152648,0.56607143,0.08212560,0.33364312,0.00000000,0.17647059,1
0.28709394,0.25864662,0.60356347,0.31152648,0.69464286,0.09017713,0.33736059,0.00000000,0.47058824,1
0.04389816,0.33984962,0.77282851,0.25856698,0.56607143,0.09983897,0.27137546,0.00000000,0.60784314,1
0.31123793,0.32180451,0.77505568,0.31152648,0.56071429,0.09661836,0.27881041,0.00000000,0.00000000,1
0.28050922,0.41353383,0.83296214,0.27414330,0.56785714,0.09500805,0.24163569,0.00000000,0.00000000,1
0.28050922,0.40000000,0.81514477,0.28037383,0.53214286,0.09178744,0.26394052,0.00000000,0.21568627,1
0.34679543,0.43157895,0.80623608,0.25545171,0.50535714,0.02254428,0.30947955,0.00000000,0.00000000,1
0.37840211,0.46315789,0.79732739,0.32087227,0.34107143,0.01932367,0.30111524,0.21904762,0.00000000,1
0.46400351,0.41804511,0.85968820,0.18380062,0.35357143,0.03703704,0.38197026,0.00000000,0.21568627,1
0.48814750,0.51729323,0.84855234,0.15264798,0.27500000,0.00000000,0.39591078,0.00000000,0.00000000,1
0.46400351,0.41353383,0.83296214,0.19003115,0.39285714,0.02898551,0.38847584,0.00000000,0.13725490,1
0.43195786,0.44511278,0.79955457,0.25856698,0.38392857,0.01449275,0.36895911,0.00000000,0.00000000,1
0.45522388,0.34887218,0.81291759,0.18068536,0.43035714,0.03059581,0.41078067,0.00000000,0.33333333,1
0.45522388,0.34887218,0.81291759,0.18068536,0.44821429,0.03059581,0.41078067,0.00000000,0.33333333,1
0.45522388,0.35939850,0.79732739,0.19003115,0.42678571,0.03703704,0.40799257,0.00000000,0.31372549,1
0.52019315,0.38796992,0.79732739,0.16510903,0.38928571,0.01932367,0.44052045,0.00000000,0.05882353,1
0.20149254,0.62105263,0.81737194,0.45171340,0.36785714,0.02576490,0.17936803,0.00000000,0.23529412,2
0.32177349,0.43759398,0.86191537,0.30529595,0.38392857,0.08695652,0.26858736,0.00000000,0.62745098,2
0.20983319,0.35488722,0.79955457,0.38317757,0.58750000,0.10789050,0.22304833,0.00000000,0.00000000,2
0.22651449,0.39248120,0.79510022,0.39875389,0.54642857,0.09822866,0.22862454,0.00000000,0.00000000,2
0.21115013,0.34436090,0.79287305,0.38940810,0.58928571,0.11594203,0.22955390,0.00000000,0.00000000,2
0.20851624,0.34436090,0.79732739,0.38006231,0.59107143,0.11111111,0.23513011,0.00000000,0.00000000,2
0.23266023,0.40751880,0.80400891,0.38940810,0.46071429,0.10628019,0.24163569,0.00000000,0.00000000,2
0.22475856,0.34135338,0.79732739,0.38940810,0.53928571,0.09822866,0.24256506,0.00000000,0.00000000,2
0.21861282,0.47969925,0.78396437,0.29906542,0.54821429,0.05958132,0.23327138,0.00000000,0.27450980,2
0.20851624,0.31428571,0.78396437,0.50155763,0.54464286,0.11111111,0.23605948,0.00000000,0.00000000,2
